	Kingdom	Phylum	Class	Order	Family	Genus	
OTU_247	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Unassign	
OTU_248	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Barrientosiimonas	
OTU_249	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Branchiibius	
OTU_250	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Flexivirga	
OTU_251	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	
OTU_252	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermatophilaceae	Unassign	
OTU_253	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unassign	
OTU_254	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Aquipuribacter	
OTU_255	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	
OTU_256	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus	
OTU_257	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	
OTU_258	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	
OTU_259	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	
OTU_260	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	
OTU_261	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera	
OTU_262	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unassign	
OTU_263	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unassign	
OTU_264	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus	
OTU_265	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	
OTU_266	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	
OTU_267	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	
OTU_268	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	
OTU_269	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Gryllotalpicola	
OTU_270	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Humibacter	
OTU_271	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	
OTU_272	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	
OTU_273	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	
OTU_274	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
OTU_275	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Mycetocola	
OTU_276	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	
OTU_277	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	
OTU_278	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Unassign	
OTU_279	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
OTU_280	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Citricoccus	
OTU_281	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus	
OTU_282	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	
OTU_283	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Haematomicrobium	
OTU_284	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	
OTU_285	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	
OTU_286	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	
OTU_287	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	
OTU_288	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	
OTU_289	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
OTU_290	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
OTU_291	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Sinomonas	
OTU_292	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Unassign	
OTU_293	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	
OTU_294	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	
OTU_295	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Myceligenerans	
OTU_296	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	
OTU_297	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	
OTU_298	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unassign	
OTU_299	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinocatenispora	
OTU_300	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
OTU_301	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinorhabdospora	
OTU_302	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Allocatelliglobosispora	
OTU_303	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
OTU_304	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	
OTU_305	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catelliglobosispora	
OTU_306	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catenuloplanes	
OTU_307	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	
OTU_308	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea	
OTU_309	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora	
OTU_310	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	
OTU_311	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
OTU_312	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytomonospora	
OTU_313	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Pilimelia	
OTU_314	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Planosporangium	
OTU_315	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rhizocola	
OTU_316	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	
OTU_317	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	
OTU_318	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	
OTU_319	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unassign	
OTU_320	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus	
OTU_321	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	
OTU_322	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae	
OTU_323	Bacteria	Actinobacteriota	Actinobacteria	PeM15	PeM15	PeM15	
OTU_324	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Unassign	Unassign	
OTU_325	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Unassign	
OTU_326	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha	
OTU_327	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_328	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Flindersiella	
OTU_329	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_330	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
OTU_331	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae	
OTU_332	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_333	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Unassign	
OTU_334	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Unassign	
OTU_335	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Aestuariimicrobium	
OTU_336	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
OTU_337	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	
OTU_338	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Haloactinopolyspora	
OTU_339	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Jiangella	
OTU_340	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
OTU_341	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Naumannella	
OTU_342	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Phytoactinopolyspora	
OTU_343	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	
OTU_344	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicicella	
OTU_345	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava	
OTU_346	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicimonas	
OTU_347	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniferax	
OTU_348	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	
OTU_349	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Unassign	
OTU_350	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unassign	
OTU_351	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	
OTU_352	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	
OTU_353	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_354	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Alloactinosynnema	
OTU_355	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Allokutzneria	
OTU_356	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_357	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	
OTU_358	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	
OTU_359	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	
OTU_360	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
OTU_361	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Longimycelium	
OTU_362	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Prauserella	
OTU_363	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_364	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardiaceae	
OTU_365	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	
OTU_366	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
OTU_367	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	
OTU_368	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Thermocrispum	
OTU_369	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Umezawaea	
OTU_370	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Unassign	
OTU_371	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114	
OTU_372	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	
OTU_373	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	
OTU_374	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
OTU_375	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Unassign	Unassign	
OTU_376	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Unassign	
OTU_377	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	
OTU_378	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Streptomonospora	
OTU_379	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	
OTU_380	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Unassign	
OTU_381	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Acrocarpospora	
OTU_382	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Herbidospora	
OTU_383	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora	
OTU_384	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microtetraspora	
OTU_385	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
OTU_386	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planomonospora	
OTU_387	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planotetraspora	
OTU_388	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	
OTU_389	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	
OTU_390	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Thermocatellispora	
OTU_391	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Thermopolyspora	
OTU_392	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Unassign	
OTU_393	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales	Streptosporangiales	
OTU_394	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales_Incertae_Sedis	Motilibacter	
OTU_395	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Unassign	
OTU_396	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	
OTU_397	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	
OTU_398	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
OTU_399	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Spirillospora	
OTU_400	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermobispora	
OTU_401	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	
OTU_402	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonosporaceae	
OTU_403	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermostaphylospora	
OTU_404	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	[Streptomyces]_thermoautotrophicus	
OTU_405	Bacteria	Actinobacteriota	Actinobacteria	Unassign	Unassign	Unassign	
OTU_406	Bacteria	Actinobacteriota	Coriobacteriia	Unassign	Unassign	Unassign	
OTU_407	Bacteria	Actinobacteriota	Coriobacteriia	CG2-30-50-142	CG2-30-50-142	CG2-30-50-142	
OTU_408	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Unassign	Unassign	
OTU_409	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Unassign	
OTU_410	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	
OTU_411	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae_UCG-002	
OTU_412	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae_UCG-003	
OTU_413	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	
OTU_414	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
OTU_415	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales_Incertae_Sedis	Phoenicibacter	
OTU_416	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales_Incertae_Sedis	Unassign	
OTU_417	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Unassign	
OTU_418	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	
OTU_419	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Cryptobacterium	
OTU_420	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Denitrobacterium	
OTU_421	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	
OTU_422	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
OTU_423	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	
OTU_424	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	
OTU_425	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
OTU_426	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Unassign	
OTU_427	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41	
OTU_428	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	
OTU_429	Bacteria	Actinobacteriota	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	
OTU_430	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_431	Bacteria	Actinobacteriota	Thermoleophilia	Unassign	Unassign	Unassign	
OTU_432	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unassign	Unassign	
OTU_433	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_434	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales	Gaiellales	
OTU_435	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unassign	Unassign	
OTU_436	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Unassign	Unassign	
OTU_437	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
OTU_438	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unassign	
OTU_439	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
OTU_440	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	JCM_18997	
OTU_441	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	
OTU_442	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	
OTU_443	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_444	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacteraceae	
OTU_445	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unassign	
OTU_446	Bacteria	Actinobacteriota	Thermoleophilia	Thermophilales	Thermoleophilaceae	Thermoleophilum	
OTU_447	Bacteria	Actinobacteriota	Thermoleophilia	Unassign	Unassign	Unassign	
OTU_448	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	
OTU_449	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	
OTU_450	Bacteria	Armatimonadota	Unassign	Unassign	Unassign	Unassign	
OTU_451	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unassign	Unassign	
OTU_452	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	
OTU_453	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	
OTU_454	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Unassign	Unassign	
OTU_455	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	
OTU_456	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadales	Chthonomonadales	
OTU_457	Bacteria	Armatimonadota	DG-56	DG-56	DG-56	DG-56	
OTU_458	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Unassign	Unassign	
OTU_459	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unassign	
OTU_460	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	
OTU_461	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	
OTU_462	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadales	Fimbriimonadales	
OTU_463	Bacteria	Armatimonadota	Unassign	Unassign	Unassign	Unassign	
OTU_464	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	
OTU_465	Bacteria	Bacteroidota	Unassign	Unassign	Unassign	Unassign	
OTU_466	Bacteria	Bacteroidota	Bacteroidia	Unassign	Unassign	Unassign	
OTU_467	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unassign	Unassign	
OTU_468	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU_469	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_RF16_group	Bacteroidales_RF16_group	
OTU_470	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_UCG-001	Bacteroidales_UCG-001	
OTU_471	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	
